upi,true_val,pred_val,pred_prob,pred_correct
UPI000387E6E2,endolysin,endolysin,1.0,1.0
UPI000387F98E,endolysin,endolysin,1.0,1.0
UPI000387FC67,VAL,VAL,1.0,1.0
UPI0003880E47,endolysin,endolysin,1.0,1.0
UPI000391A92F,endolysin,endolysin,0.94,1.0
UPI0003B01E2A,VAL,VAL,0.99,1.0
UPI0003BC0D86,endolysin,endolysin,0.91,1.0
UPI0003BC11A8,VAL,VAL,1.0,1.0
UPI0003BC1725,VAL,VAL,0.75,1.0
UPI0003BC174E,endolysin,VAL,0.76,0.0
UPI0003D7C5B6,VAL,VAL,1.0,1.0
UPI0003D8BE63,VAL,VAL,0.99,1.0
UPI0003E3AF90,endolysin,endolysin,1.0,1.0
UPI0003EA47AA,VAL,VAL,0.91,1.0
UPI0003F1CE2A,endolysin,endolysin,1.0,1.0
UPI0003F1D330,endolysin,endolysin,1.0,1.0
UPI0003F1E324,endolysin,endolysin,0.97,1.0
UPI0003F1E3B9,endolysin,endolysin,1.0,1.0
UPI00044B31A9,VAL,VAL,0.83,1.0
UPI000451D54A,endolysin,endolysin,0.98,1.0
UPI00045687F8,endolysin,endolysin,0.95,1.0
UPI000456BD43,VAL,VAL,0.9,1.0
UPI0004589412,endolysin,endolysin,0.98,1.0
UPI00045898A1,VAL,VAL,1.0,1.0
UPI0004593844,VAL,VAL,1.0,1.0
UPI00045F7298,endolysin,endolysin,0.9,1.0
UPI000499B2B8,endolysin,endolysin,0.99,1.0
UPI000499B3E7,endolysin,endolysin,0.94,1.0
UPI000499B5DD,VAL,VAL,1.0,1.0
UPI000499E4BC,endolysin,endolysin,1.0,1.0
UPI00049A7498,endolysin,endolysin,0.82,1.0
UPI00049A9F03,endolysin,endolysin,1.0,1.0
UPI00049AEECA,VAL,VAL,0.97,1.0
UPI0004E5CDC0,endolysin,endolysin,0.95,1.0
UPI0004F64EBB,endolysin,endolysin,0.84,1.0
UPI0004F6C697,endolysin,endolysin,0.9,1.0
UPI0004F742AD,endolysin,endolysin,1.0,1.0
UPI0004F86BF7,endolysin,endolysin,0.9,1.0
UPI0004F86FA6,VAL,VAL,0.99,1.0
UPI000517B264,endolysin,endolysin,1.0,1.0
UPI0005211AB2,endolysin,endolysin,1.0,1.0
UPI00052A6A5F,VAL,VAL,1.0,1.0
UPI00052AA121,VAL,VAL,1.0,1.0
UPI00052AB91B,endolysin,endolysin,0.96,1.0
UPI00052F42CA,VAL,VAL,1.0,1.0
UPI00053ED142,endolysin,endolysin,0.94,1.0
UPI000540FB53,VAL,VAL,1.0,1.0
UPI0005411284,VAL,VAL,0.99,1.0
UPI0005412230,endolysin,endolysin,1.0,1.0
UPI00054CD4B5,endolysin,endolysin,0.97,1.0
UPI000585ED67,endolysin,endolysin,0.99,1.0
UPI000588E843,endolysin,endolysin,1.0,1.0
UPI0005991A65,endolysin,endolysin,1.0,1.0
UPI0005A31D74,VAL,VAL,1.0,1.0
UPI0005AD4E28,endolysin,endolysin,0.97,1.0
UPI0005B245E4,endolysin,endolysin,0.98,1.0
UPI0005B24E4B,VAL,VAL,1.0,1.0
UPI0005BBD233,VAL,VAL,1.0,1.0
UPI0005DA2B75,endolysin,endolysin,1.0,1.0
UPI0005FEB374,endolysin,endolysin,1.0,1.0
UPI000618BFCB,VAL,VAL,0.9,1.0
UPI000618FD00,endolysin,endolysin,1.0,1.0
UPI00061A6077,endolysin,endolysin,1.0,1.0
UPI00061A8613,endolysin,endolysin,1.0,1.0
UPI0006240412,endolysin,endolysin,0.92,1.0
UPI0006241313,VAL,VAL,0.97,1.0
UPI0006248606,endolysin,endolysin,1.0,1.0
UPI000624BF47,endolysin,endolysin,1.0,1.0
UPI000624E13F,endolysin,endolysin,0.98,1.0
UPI00065B2FAD,endolysin,endolysin,1.0,1.0
UPI00065F522D,VAL,VAL,1.0,1.0
UPI000676E19C,endolysin,endolysin,0.96,1.0
UPI00067A73C1,endolysin,endolysin,0.98,1.0
UPI0006A2962D,VAL,endolysin,0.71,0.0
UPI0006A2C8D2,endolysin,endolysin,0.86,1.0
UPI0006A2E42D,endolysin,endolysin,1.0,1.0
UPI0006A311E6,endolysin,endolysin,0.97,1.0
UPI0006A66048,VAL,VAL,0.73,1.0
UPI0006BC33D6,endolysin,endolysin,0.97,1.0
UPI0006BC4BA1,endolysin,endolysin,1.0,1.0
UPI0006BD1428,endolysin,endolysin,0.99,1.0
UPI0006BD1F80,endolysin,endolysin,1.0,1.0
UPI0006D7490A,VAL,VAL,0.52,1.0
UPI0006D74C90,endolysin,endolysin,0.99,1.0
UPI0007058544,endolysin,endolysin,1.0,1.0
UPI000705B614,endolysin,endolysin,0.93,1.0
UPI000705F3E5,endolysin,endolysin,0.99,1.0
UPI0007064488,endolysin,endolysin,1.0,1.0
UPI000706492C,endolysin,endolysin,0.7,1.0
UPI0007065B38,endolysin,endolysin,0.97,1.0
UPI000706B94C,endolysin,endolysin,0.94,1.0
UPI000706CE69,VAL,VAL,0.98,1.0
UPI00071FFD09,VAL,VAL,0.82,1.0
UPI00072072F3,endolysin,endolysin,0.96,1.0
UPI000720C9C8,VAL,VAL,0.77,1.0
UPI000720EA84,endolysin,endolysin,0.66,1.0
UPI000738EA5E,endolysin,endolysin,0.97,1.0
UPI000738F3FF,VAL,VAL,1.0,1.0
UPI0007448255,endolysin,endolysin,0.65,1.0
UPI000744B0E6,endolysin,endolysin,1.0,1.0
UPI000744C9C8,endolysin,endolysin,0.99,1.0
UPI00078B83CC,endolysin,endolysin,1.0,1.0
UPI00078B8436,VAL,VAL,0.96,1.0
UPI00078CFC35,endolysin,endolysin,0.96,1.0
UPI00078D5E7E,VAL,VAL,1.0,1.0
UPI00078DDB25,VAL,VAL,1.0,1.0
UPI00078E3E9C,endolysin,endolysin,0.97,1.0
UPI0007A76F6B,VAL,VAL,1.0,1.0
UPI0007A76FEA,endolysin,endolysin,0.99,1.0
UPI0007A7739B,VAL,VAL,1.0,1.0
UPI0007A7780A,VAL,VAL,1.0,1.0
UPI0007F05C9E,VAL,VAL,0.98,1.0
UPI0007F0AECA,VAL,VAL,0.98,1.0
UPI0007FB5E80,endolysin,endolysin,1.0,1.0
UPI0007FB66D4,endolysin,endolysin,0.94,1.0
UPI00084F6C65,endolysin,endolysin,1.0,1.0
UPI000864BF3C,endolysin,endolysin,1.0,1.0
UPI0008652065,VAL,VAL,1.0,1.0
UPI0008653C73,endolysin,endolysin,1.0,1.0
UPI0008653C76,endolysin,endolysin,0.99,1.0
UPI000865CC6C,endolysin,endolysin,1.0,1.0
UPI000865E568,endolysin,endolysin,1.0,1.0
UPI000866569A,VAL,VAL,1.0,1.0
UPI0008DC3589,endolysin,endolysin,0.97,1.0
UPI0008DC3624,endolysin,endolysin,1.0,1.0
UPI0008DC5410,endolysin,endolysin,1.0,1.0
UPI000909C2D9,endolysin,endolysin,1.0,1.0
UPI000909E467,VAL,VAL,1.0,1.0
UPI000947633A,endolysin,endolysin,1.0,1.0
UPI000957BCD4,endolysin,endolysin,0.98,1.0
UPI0009721EC8,VAL,VAL,0.98,1.0
UPI0009801AE9,endolysin,endolysin,0.98,1.0
UPI0009805AD2,VAL,VAL,0.89,1.0
UPI000982F80A,endolysin,endolysin,0.98,1.0
UPI0009C2CC20,VAL,VAL,1.0,1.0
UPI0009C2E887,VAL,VAL,1.0,1.0
UPI000A17C396,endolysin,endolysin,0.99,1.0
UPI000A2763C7,VAL,VAL,0.99,1.0
UPI000A2A1A7C,VAL,VAL,0.99,1.0
UPI000A31CC84,VAL,VAL,0.96,1.0
UPI000B5EADB1,VAL,VAL,1.0,1.0
UPI000B5F2B29,VAL,VAL,1.0,1.0
UPI000B60F966,endolysin,endolysin,0.96,1.0
UPI000B9472C4,endolysin,endolysin,0.97,1.0
UPI000B947FC0,VAL,VAL,0.9,1.0
UPI000B94A113,endolysin,endolysin,1.0,1.0
UPI000B94B14C,endolysin,endolysin,1.0,1.0
UPI000B94BFBA,endolysin,endolysin,1.0,1.0
UPI000B99F97E,endolysin,endolysin,0.99,1.0
UPI000B9D5E28,endolysin,endolysin,1.0,1.0
UPI000B9D62F7,endolysin,endolysin,1.0,1.0
UPI000BB9C248,endolysin,endolysin,0.97,1.0
UPI000BBFA1D6,endolysin,endolysin,1.0,1.0
UPI000BBFA71A,endolysin,endolysin,1.0,1.0
UPI000BBFC03D,VAL,VAL,0.98,1.0
UPI000BBFC807,VAL,VAL,1.0,1.0
UPI000BC01773,endolysin,endolysin,0.88,1.0
UPI000BC02E8B,endolysin,endolysin,0.98,1.0
UPI000BC03DCC,VAL,VAL,0.99,1.0
UPI000BC06712,endolysin,endolysin,0.99,1.0
UPI000BC07FF7,endolysin,endolysin,0.93,1.0
UPI000BC0B51B,endolysin,endolysin,0.92,1.0
UPI000BE4A00F,VAL,VAL,1.0,1.0
UPI000BEB4224,endolysin,endolysin,0.83,1.0
UPI000BFF3653,VAL,VAL,0.97,1.0
UPI000C0C353D,endolysin,endolysin,0.98,1.0
UPI000C5D3DE9,endolysin,endolysin,0.74,1.0
UPI000CA0BDB7,VAL,VAL,0.97,1.0
UPI000CA0C7C8,endolysin,endolysin,1.0,1.0
UPI000CA140F0,endolysin,endolysin,0.95,1.0
UPI000CA1727A,VAL,VAL,0.91,1.0
UPI000CA1D52F,VAL,VAL,1.0,1.0
UPI000CA241C3,VAL,VAL,0.99,1.0
UPI000CA259D3,VAL,VAL,0.97,1.0
UPI000CA2E460,endolysin,endolysin,0.88,1.0
UPI000CA30B63,VAL,VAL,0.99,1.0
UPI000CA3A993,endolysin,endolysin,0.99,1.0
UPI000CDBB2BD,endolysin,endolysin,0.96,1.0
UPI000CDC189D,endolysin,endolysin,0.98,1.0
UPI000CDC5475,endolysin,endolysin,0.99,1.0
UPI000CDC5DB6,VAL,VAL,0.82,1.0
UPI000CDC93F0,VAL,VAL,0.99,1.0
UPI000CDCB930,VAL,VAL,0.88,1.0
UPI000CDF307C,endolysin,endolysin,1.0,1.0
UPI000CDFF91C,endolysin,endolysin,0.97,1.0
UPI000CE99E46,endolysin,endolysin,0.99,1.0
UPI000D200046,VAL,VAL,0.87,1.0
UPI000D200EEF,VAL,VAL,1.0,1.0
UPI000D20B08A,VAL,VAL,0.99,1.0
UPI000D20C399,endolysin,endolysin,1.0,1.0
UPI000D20D28D,endolysin,endolysin,1.0,1.0
UPI000D21B210,VAL,VAL,1.0,1.0
UPI000D21C946,VAL,VAL,1.0,1.0
UPI000D22AE01,endolysin,endolysin,1.0,1.0
UPI000D545053,VAL,VAL,0.94,1.0
UPI000D549C10,endolysin,endolysin,0.98,1.0
UPI000D5A41C1,VAL,VAL,0.99,1.0
UPI000D7D26AA,VAL,VAL,1.0,1.0
UPI000D7DC8A4,VAL,VAL,1.0,1.0
UPI000D7DCFA8,endolysin,endolysin,0.98,1.0
UPI000D7DFF8C,endolysin,endolysin,0.97,1.0
UPI000D7E380B,endolysin,endolysin,0.98,1.0
UPI000D7E72EC,VAL,VAL,1.0,1.0
UPI000DC1EC80,endolysin,endolysin,0.94,1.0
UPI000DC64C33,VAL,VAL,1.0,1.0
UPI000DCAA62B,endolysin,endolysin,1.0,1.0
UPI000DCACF2D,endolysin,endolysin,1.0,1.0
UPI000DCACF31,endolysin,endolysin,0.91,1.0
UPI000DCACFB1,VAL,VAL,1.0,1.0
UPI000DF05387,endolysin,endolysin,1.0,1.0
UPI000DF092A4,VAL,VAL,1.0,1.0
UPI000DF099D1,endolysin,endolysin,1.0,1.0
UPI000DF0B598,endolysin,endolysin,1.0,1.0
UPI000DF0C291,endolysin,endolysin,1.0,1.0
UPI000DF5D2EB,VAL,VAL,0.54,1.0
UPI000DF5FD56,endolysin,endolysin,0.99,1.0
UPI000E28EFD8,VAL,VAL,1.0,1.0
UPI000E291701,endolysin,endolysin,0.89,1.0
UPI000E2927D6,endolysin,endolysin,0.98,1.0
UPI000E294D5F,endolysin,endolysin,0.99,1.0
UPI000E2951BB,VAL,VAL,1.0,1.0
UPI000E29B523,VAL,VAL,1.0,1.0
UPI000EB61FED,endolysin,endolysin,0.99,1.0
UPI000EB62C38,endolysin,endolysin,1.0,1.0
UPI000EB639C8,VAL,VAL,1.0,1.0
UPI000EB645D9,endolysin,endolysin,1.0,1.0
UPI000EB6656D,VAL,VAL,0.99,1.0
UPI000EB6789C,VAL,VAL,0.74,1.0
UPI000EB6997D,endolysin,endolysin,0.99,1.0
UPI000EB6B397,endolysin,endolysin,1.0,1.0
UPI000EB6EFEE,endolysin,endolysin,0.97,1.0
UPI000EB71C5F,VAL,VAL,1.0,1.0
UPI000EB71E04,endolysin,endolysin,1.0,1.0
UPI000EB75B15,VAL,VAL,1.0,1.0
UPI000EB774F0,VAL,VAL,1.0,1.0
UPI000F0C12D6,endolysin,endolysin,0.96,1.0
UPI000F0C32FF,endolysin,endolysin,0.87,1.0
UPI000F0C54F6,endolysin,endolysin,0.91,1.0
UPI000F0C7E42,endolysin,endolysin,0.93,1.0
UPI000F42DE86,endolysin,endolysin,1.0,1.0
UPI000F42ECF8,VAL,VAL,1.0,1.0
UPI000F42F4DA,endolysin,endolysin,0.97,1.0
UPI000F4318C5,endolysin,endolysin,0.94,1.0
UPI000F432E3B,VAL,VAL,1.0,1.0
UPI000F43689C,endolysin,endolysin,0.99,1.0
UPI000F4371FD,endolysin,endolysin,1.0,1.0
UPI000F6B5D00,endolysin,endolysin,0.99,1.0
UPI000F6B6EE1,VAL,VAL,1.0,1.0
UPI000F6C6964,VAL,VAL,1.0,1.0
UPI000F6CEFC8,VAL,VAL,1.0,1.0
UPI000F6DDE49,VAL,VAL,1.0,1.0
UPI000F6DE81C,VAL,VAL,1.0,1.0
UPI000F6E8907,VAL,VAL,1.0,1.0
UPI000F6ED0E3,VAL,VAL,0.95,1.0
UPI000F6F2359,VAL,VAL,1.0,1.0
UPI000F714D4D,VAL,VAL,1.0,1.0
UPI000F858F31,VAL,VAL,0.99,1.0
UPI000F85A96A,endolysin,endolysin,0.96,1.0
UPI000FF8E864,VAL,VAL,0.98,1.0
UPI000FF8EB46,endolysin,endolysin,1.0,1.0
UPI000FF8EC2C,endolysin,endolysin,0.99,1.0
UPI000FF8EECB,VAL,VAL,0.95,1.0
UPI00100A211A,endolysin,endolysin,1.0,1.0
UPI0010188C9C,endolysin,endolysin,1.0,1.0
UPI0010189D02,VAL,VAL,1.0,1.0
UPI0010193096,VAL,VAL,1.0,1.0
UPI00101985A2,endolysin,endolysin,1.0,1.0
UPI0010AF70A3,endolysin,endolysin,0.96,1.0
UPI0010B05C02,VAL,VAL,0.99,1.0
UPI0010B11458,endolysin,endolysin,0.96,1.0
UPI0010B12856,VAL,VAL,0.98,1.0
UPI0010B1B7CF,VAL,VAL,1.0,1.0
UPI0010B25461,endolysin,endolysin,1.0,1.0
UPI0010B437B2,endolysin,endolysin,0.99,1.0
UPI0010B61DAB,endolysin,endolysin,0.98,1.0
UPI0010B82976,VAL,VAL,1.0,1.0
UPI0010B8CFE7,VAL,VAL,1.0,1.0
UPI0010B9A462,endolysin,endolysin,0.99,1.0
UPI0010B9ECE6,endolysin,endolysin,1.0,1.0
UPI0010BA3EF9,VAL,VAL,1.0,1.0
UPI0010C2D47D,VAL,endolysin,0.64,0.0
UPI0010C4084F,endolysin,endolysin,0.98,1.0
UPI001161D88A,VAL,VAL,1.0,1.0
UPI00116239CE,endolysin,endolysin,1.0,1.0
UPI00116249E5,VAL,VAL,1.0,1.0
UPI00116254B3,endolysin,endolysin,0.97,1.0
UPI0011626380,VAL,VAL,1.0,1.0
UPI001162F13C,endolysin,endolysin,0.98,1.0
UPI001162F15C,VAL,VAL,1.0,1.0
UPI001162FC1A,VAL,VAL,1.0,1.0
UPI001162FC3E,VAL,VAL,0.96,1.0
UPI0011630A11,VAL,endolysin,0.99,0.0
UPI00116311E3,endolysin,endolysin,0.82,1.0
UPI001163242C,endolysin,endolysin,1.0,1.0
UPI001163429F,VAL,VAL,1.0,1.0
UPI0011635B45,VAL,VAL,1.0,1.0
UPI0011638A25,endolysin,endolysin,1.0,1.0
UPI0011638E3A,endolysin,endolysin,0.98,1.0
UPI001163AF28,endolysin,endolysin,0.99,1.0
UPI00116403B3,endolysin,endolysin,1.0,1.0
UPI0011651798,VAL,VAL,1.0,1.0
UPI0011652580,endolysin,endolysin,1.0,1.0
UPI0011654259,VAL,VAL,1.0,1.0
UPI00116555C1,endolysin,endolysin,0.92,1.0
UPI0011881214,endolysin,endolysin,0.96,1.0
UPI0011890117,endolysin,endolysin,1.0,1.0
UPI000009B168,endolysin,endolysin,1.0,1.0
UPI000009B27C,endolysin,endolysin,0.95,1.0
UPI000009BB44,endolysin,endolysin,1.0,1.0
UPI000009BCDC,endolysin,endolysin,1.0,1.0
UPI000009C009,VAL,VAL,0.77,1.0
UPI000009C101,VAL,VAL,0.99,1.0
UPI000012EA40,endolysin,endolysin,0.94,1.0
UPI00001384D9,VAL,VAL,0.51,1.0
UPI0000233272,VAL,VAL,1.0,1.0
UPI0000358DC2,VAL,VAL,1.0,1.0
UPI00004C3E53,endolysin,endolysin,0.99,1.0
UPI00004C984A,endolysin,endolysin,0.93,1.0
UPI0000505A60,VAL,VAL,0.88,1.0
UPI0000572559,endolysin,endolysin,0.98,1.0
UPI00005AD40C,endolysin,endolysin,0.86,1.0
UPI00006C5BEF,endolysin,endolysin,0.95,1.0
UPI0000D673AA,endolysin,endolysin,0.97,1.0
UPI0000D74DF1,endolysin,endolysin,0.93,1.0
UPI0000D88D3B,endolysin,endolysin,0.99,1.0
UPI00015C1246,VAL,VAL,0.99,1.0
UPI00015C34AA,VAL,VAL,0.94,1.0
UPI00015FCF16,VAL,endolysin,0.52,0.0
UPI00015FE71E,endolysin,endolysin,0.98,1.0
UPI00016C8136,endolysin,endolysin,1.0,1.0
UPI000178DCD5,VAL,VAL,1.0,1.0
UPI00017C0BE6,VAL,VAL,1.0,1.0
UPI00017FA7CE,endolysin,VAL,0.77,0.0
UPI0001814A13,endolysin,endolysin,1.0,1.0
UPI000181F36B,endolysin,endolysin,0.98,1.0
UPI000183D379,endolysin,endolysin,0.98,1.0
UPI000184124C,VAL,VAL,1.0,1.0
UPI000189A4F9,VAL,VAL,0.99,1.0
UPI0001923209,endolysin,endolysin,1.0,1.0
UPI0001A19B3F,endolysin,endolysin,0.99,1.0
UPI0001BBF212,VAL,VAL,1.0,1.0
UPI0001BBF259,endolysin,endolysin,1.0,1.0
UPI0001BEF4DA,endolysin,endolysin,0.99,1.0
UPI0001D8E696,endolysin,endolysin,0.99,1.0
UPI0001DBB459,VAL,VAL,0.98,1.0
UPI0001E0782B,endolysin,endolysin,0.77,1.0
UPI0001E79D0E,endolysin,endolysin,0.97,1.0
UPI0001EBCD80,VAL,VAL,0.97,1.0
UPI0001F1F935,VAL,VAL,0.83,1.0
UPI0001F3E03E,endolysin,endolysin,0.91,1.0
UPI000202A436,VAL,VAL,0.92,1.0
UPI000207840F,endolysin,endolysin,0.83,1.0
UPI00021307C5,VAL,VAL,1.0,1.0
UPI0002180194,endolysin,endolysin,0.93,1.0
UPI000218D962,endolysin,endolysin,1.0,1.0
UPI000218DDC1,endolysin,endolysin,1.0,1.0
UPI000218DF45,endolysin,endolysin,1.0,1.0
UPI000218E3AC,endolysin,endolysin,1.0,1.0
UPI000218E7F1,endolysin,endolysin,1.0,1.0
UPI000218EE27,endolysin,endolysin,1.0,1.0
UPI0002198B6D,VAL,VAL,0.82,1.0
UPI000219FACF,endolysin,endolysin,1.0,1.0
UPI00022DCFF5,endolysin,endolysin,0.93,1.0
UPI00022DD083,endolysin,endolysin,0.99,1.0
UPI00022FA230,VAL,VAL,1.0,1.0
UPI000232F022,endolysin,endolysin,0.99,1.0
UPI000232F309,VAL,VAL,0.99,1.0
UPI000250CA9D,endolysin,endolysin,1.0,1.0
UPI0002616FE8,endolysin,endolysin,0.82,1.0
UPI00026439C0,endolysin,endolysin,0.92,1.0
UPI00026872D7,endolysin,endolysin,0.98,1.0
UPI00026DB069,VAL,VAL,1.0,1.0
UPI00026DBF3A,VAL,VAL,0.99,1.0
UPI00027EFD0F,endolysin,endolysin,1.0,1.0
UPI00027F0187,endolysin,endolysin,0.98,1.0
UPI00028A91E8,endolysin,endolysin,0.92,1.0
UPI0002970643,VAL,VAL,1.0,1.0
UPI00029CF034,endolysin,endolysin,0.98,1.0
UPI00029D2128,VAL,VAL,0.92,1.0
UPI00029FEDD5,endolysin,endolysin,0.89,1.0
UPI0002A20DBB,endolysin,endolysin,1.0,1.0
UPI0002AB1088,endolysin,endolysin,1.0,1.0
UPI000327D459,VAL,VAL,1.0,1.0
UPI00032B3920,endolysin,endolysin,1.0,1.0
UPI0003428C4B,endolysin,endolysin,0.96,1.0
UPI000351CE89,endolysin,endolysin,1.0,1.0
UPI00035AAE35,VAL,VAL,0.97,1.0
UPI00035E58E2,VAL,endolysin,0.67,0.0
UPI00036A56D9,endolysin,endolysin,0.84,1.0
UPI0003880B28,VAL,VAL,1.0,1.0
UPI0003BC18BD,endolysin,endolysin,0.86,1.0
UPI0003BC1C1F,VAL,VAL,0.94,1.0
UPI0003BF0CAA,endolysin,endolysin,0.92,1.0
UPI0003C97F29,endolysin,endolysin,1.0,1.0
UPI0003C99373,VAL,VAL,0.97,1.0
UPI0003D86701,endolysin,endolysin,1.0,1.0
UPI0003D8A5AA,VAL,VAL,1.0,1.0
UPI0003DCD727,endolysin,endolysin,0.91,1.0
UPI0003ED2494,endolysin,endolysin,0.98,1.0
UPI0003F1D730,endolysin,endolysin,0.78,1.0
UPI0003F1E864,endolysin,endolysin,1.0,1.0
UPI0003F204CE,endolysin,endolysin,1.0,1.0
UPI00040F15D4,endolysin,endolysin,0.99,1.0
UPI00044BA0AC,endolysin,VAL,0.62,0.0
UPI000459350F,VAL,VAL,1.0,1.0
UPI0004593892,VAL,VAL,1.0,1.0
UPI00049A987A,VAL,VAL,0.99,1.0
UPI0004A5B9E9,VAL,VAL,1.0,1.0
UPI0004ABF65A,endolysin,endolysin,1.0,1.0
UPI0004D192E5,endolysin,endolysin,0.98,1.0
UPI0004E5D9AE,endolysin,endolysin,0.97,1.0
UPI0004EF5D8E,endolysin,endolysin,0.99,1.0
UPI0004EF8432,endolysin,endolysin,1.0,1.0
UPI0004EF9328,endolysin,endolysin,1.0,1.0
UPI0004F8F87E,endolysin,endolysin,0.97,1.0
UPI0005153602,endolysin,endolysin,0.97,1.0
UPI00051A9E61,endolysin,endolysin,1.0,1.0
UPI0005210F39,endolysin,endolysin,1.0,1.0
UPI00052A32C4,endolysin,endolysin,0.97,1.0
UPI00052A4403,VAL,endolysin,0.55,0.0
UPI00052A7D60,endolysin,endolysin,1.0,1.0
UPI00052A81D8,endolysin,endolysin,0.95,1.0
UPI00052AA913,endolysin,endolysin,1.0,1.0
UPI00052AAC0D,endolysin,endolysin,0.95,1.0
UPI00052AC7BE,endolysin,endolysin,0.97,1.0
UPI00052AE707,endolysin,endolysin,0.98,1.0
UPI000537D489,VAL,VAL,0.97,1.0
UPI00053E8940,endolysin,endolysin,0.99,1.0
UPI00054070C9,endolysin,endolysin,0.99,1.0
UPI000541053D,VAL,VAL,1.0,1.0
UPI000572AA29,endolysin,endolysin,1.0,1.0
UPI000578DFA1,VAL,VAL,0.59,1.0
UPI0005AD6117,endolysin,endolysin,0.98,1.0
UPI0005AF5B6F,endolysin,endolysin,0.99,1.0
UPI0005D8DE82,VAL,VAL,0.91,1.0
UPI0005D94772,VAL,VAL,1.0,1.0
UPI0005DA1D8D,VAL,VAL,0.67,1.0
UPI000618FB59,endolysin,endolysin,0.88,1.0
UPI0006190187,endolysin,endolysin,1.0,1.0
UPI000619022E,VAL,VAL,0.99,1.0
UPI0006190307,VAL,VAL,1.0,1.0
UPI00061A588C,endolysin,endolysin,1.0,1.0
UPI000620B678,endolysin,endolysin,1.0,1.0
UPI00062DFE3D,endolysin,endolysin,1.0,1.0
UPI00064090B0,VAL,VAL,0.99,1.0
UPI000655BE0A,endolysin,endolysin,0.88,1.0
UPI00065B3116,endolysin,endolysin,1.0,1.0
UPI00065F4177,endolysin,endolysin,0.97,1.0
UPI000671B916,VAL,VAL,1.0,1.0
UPI000671C1E2,endolysin,endolysin,0.61,1.0
UPI000671CF82,VAL,VAL,0.82,1.0
UPI00067A44ED,VAL,VAL,1.0,1.0
UPI00069B9D86,endolysin,endolysin,0.96,1.0
UPI0006A2BBE3,endolysin,endolysin,1.0,1.0
UPI0006BC5BE0,endolysin,endolysin,0.99,1.0
UPI0006BC6727,VAL,VAL,0.89,1.0
UPI0006BC9106,VAL,VAL,0.99,1.0
UPI0006BD6397,endolysin,endolysin,1.0,1.0
UPI0006BD7933,endolysin,endolysin,1.0,1.0
UPI0006BDF8AF,VAL,VAL,0.98,1.0
UPI0006BEB808,VAL,VAL,0.51,1.0
UPI0006CE2D94,endolysin,endolysin,1.0,1.0
UPI0006DA0E0F,endolysin,endolysin,1.0,1.0
UPI0007057D18,endolysin,endolysin,0.98,1.0
UPI000705E024,endolysin,endolysin,0.89,1.0
UPI0007065C27,endolysin,endolysin,1.0,1.0
UPI00072000AF,VAL,endolysin,0.77,0.0
UPI000722D0CB,VAL,VAL,0.96,1.0
UPI00073BFB29,endolysin,endolysin,0.97,1.0
UPI0007445834,VAL,VAL,0.99,1.0
UPI000744A38F,endolysin,endolysin,0.94,1.0
UPI000744A718,VAL,VAL,0.51,1.0
UPI000744A71A,endolysin,endolysin,1.0,1.0
UPI000744AC65,VAL,VAL,0.88,1.0
UPI000744B6E6,endolysin,endolysin,1.0,1.0
UPI000744BAF2,endolysin,endolysin,0.88,1.0
UPI000744C5A9,endolysin,endolysin,0.81,1.0
UPI000744C907,endolysin,endolysin,0.97,1.0
UPI00076B0CCC,endolysin,endolysin,1.0,1.0
UPI00078B9772,VAL,VAL,0.82,1.0
UPI00078DFC05,endolysin,endolysin,0.93,1.0
UPI0007B4579E,endolysin,endolysin,0.99,1.0
UPI0007B6204C,endolysin,endolysin,0.99,1.0
UPI0007B62A83,endolysin,endolysin,1.0,1.0
UPI0007B64607,endolysin,endolysin,1.0,1.0
UPI0007F06AF2,VAL,VAL,0.95,1.0
UPI0007F07214,VAL,VAL,0.96,1.0
UPI0007F104F9,endolysin,endolysin,0.97,1.0
UPI0007FB6E75,endolysin,endolysin,0.96,1.0
UPI0007FB6F74,VAL,VAL,1.0,1.0
UPI0007FB70D0,endolysin,endolysin,1.0,1.0
UPI0008045281,VAL,VAL,0.95,1.0
UPI0008094F2B,endolysin,endolysin,1.0,1.0
UPI00080EF1D1,VAL,VAL,1.0,1.0
UPI00080F0292,endolysin,endolysin,1.0,1.0
UPI00080F0E5C,endolysin,endolysin,0.99,1.0
UPI00084ED6C7,endolysin,endolysin,0.98,1.0
UPI00084EE3DF,endolysin,endolysin,0.94,1.0
UPI00084F02EF,endolysin,endolysin,1.0,1.0
UPI00084F3C0B,VAL,VAL,0.97,1.0
UPI00088C1E3F,VAL,VAL,1.0,1.0
UPI0008939CB5,endolysin,endolysin,1.0,1.0
UPI0008DBAD74,VAL,VAL,1.0,1.0
UPI0008DC394D,endolysin,endolysin,0.95,1.0
UPI0008DC3BC3,endolysin,endolysin,1.0,1.0
UPI0008DC5634,VAL,VAL,0.92,1.0
UPI0008DC565E,endolysin,endolysin,0.97,1.0
UPI0008DC595C,VAL,VAL,0.63,1.0
UPI0008FAD5C4,VAL,VAL,1.0,1.0
UPI00090B8DDA,VAL,VAL,0.71,1.0
UPI00090C469F,VAL,VAL,0.99,1.0
UPI0009320755,VAL,VAL,0.9,1.0
UPI0009448915,VAL,VAL,1.0,1.0
UPI000944B766,VAL,VAL,1.0,1.0
UPI0009475389,VAL,VAL,1.0,1.0
